Test,Client,Metric,Phase,Value
HighGas,Nethermind - Lighthouse,Median Net RX MB/s,Phase 2,8.23
HighGas,Besu - Lighthouse,Median Net TX MB/s,Phase 1,5.82
HighGas,Equalweight - Lighthouse,Median Net TX MB/s,Phase 1,5.36
HighGas,Geth - Lighthouse,Median Net TX MB/s,Phase 1,4.84
HighGas,Mainnet - Lighthouse,Median Net TX MB/s,Phase 1,5.12
HighGas,Nethermind - Lighthouse,Median Net TX MB/s,Phase 1,5.37
HighGas,Besu - Lighthouse,Median Net TX MB/s,Phase 2,10.59
HighGas,Equalweight - Lighthouse,Median Net TX MB/s,Phase 2,10.72
HighGas,Geth - Lighthouse,Median Net TX MB/s,Phase 2,10.69
HighGas,Mainnet - Lighthouse,Median Net TX MB/s,Phase 2,10.42
HighGas,Nethermind - Lighthouse,Median Net TX MB/s,Phase 2,10.62
HighGas,Besu - Lighthouse,Median RAM GB,Phase 1,8.61
HighGas,Equalweight - Lighthouse,Median RAM GB,Phase 1,5.16
HighGas,Geth - Lighthouse,Median RAM GB,Phase 1,1.41
HighGas,Mainnet - Lighthouse,Median RAM GB,Phase 1,4.56
HighGas,Nethermind - Lighthouse,Median RAM GB,Phase 1,7.03
HighGas,Besu - Lighthouse,Median RAM GB,Phase 2,9.76
HighGas,Equalweight - Lighthouse,Median RAM GB,Phase 2,5.48
HighGas,Geth - Lighthouse,Median RAM GB,Phase 2,2.07
HighGas,Mainnet - Lighthouse,Median RAM GB,Phase 2,4.53
HighGas,Nethermind - Lighthouse,Median RAM GB,Phase 2,5.40
HighGas,Besu - Lighthouse,Median RAM GB per node,Phase 1,0.7178
HighGas,Equalweight - Lighthouse,Median RAM GB per node,Phase 1,0.4304
HighGas,Geth - Lighthouse,Median RAM GB per node,Phase 1,0.1175
HighGas,Mainnet - Lighthouse,Median RAM GB per node,Phase 1,0.3804
HighGas,Nethermind - Lighthouse,Median RAM GB per node,Phase 1,0.5861
HighGas,Besu - Lighthouse,Median RAM GB per node,Phase 2,0.8134
HighGas,Equalweight - Lighthouse,Median RAM GB per node,Phase 2,0.4573
HighGas,Geth - Lighthouse,Median RAM GB per node,Phase 2,0.1728
HighGas,Mainnet - Lighthouse,Median RAM GB per node,Phase 2,0.3776
HighGas,Nethermind - Lighthouse,Median RAM GB per node,Phase 2,0.4502
HighGas,Besu - Lighthouse,Median Spam Confirmed,Phase 1,150.00
HighGas,Equalweight - Lighthouse,Median Spam Confirmed,Phase 1,148.00
HighGas,Geth - Lighthouse,Median Spam Confirmed,Phase 1,131.00
HighGas,Mainnet - Lighthouse,Median Spam Confirmed,Phase 1,148.00
HighGas,Nethermind - Lighthouse,Median Spam Confirmed,Phase 1,150.00
HighGas,Besu - Lighthouse,Median Spam Confirmed,Phase 2,119.00
HighGas,Equalweight - Lighthouse,Median Spam Confirmed,Phase 2,184.00
HighGas,Geth - Lighthouse,Median Spam Confirmed,Phase 2,175.00
HighGas,Mainnet - Lighthouse,Median Spam Confirmed,Phase 2,163.00
HighGas,Nethermind - Lighthouse,Median Spam Confirmed,Phase 2,185.00
HighGas,Besu - Lighthouse,Median Spam Pending,Phase 1,26.00
HighGas,Equalweight - Lighthouse,Median Spam Pending,Phase 1,30.00
HighGas,Geth - Lighthouse,Median Spam Pending,Phase 1,28.00
HighGas,Mainnet - Lighthouse,Median Spam Pending,Phase 1,12.00
HighGas,Nethermind - Lighthouse,Median Spam Pending,Phase 1,12.00
HighGas,Besu - Lighthouse,Median Spam Pending,Phase 2,335.00
HighGas,Equalweight - Lighthouse,Median Spam Pending,Phase 2,75.00
HighGas,Geth - Lighthouse,Median Spam Pending,Phase 2,54.00
HighGas,Mainnet - Lighthouse,Median Spam Pending,Phase 2,70.00
HighGas,Nethermind - Lighthouse,Median Spam Pending,Phase 2,55.00
HighGas,Besu - Lighthouse,Median Spam Submitted,Phase 1,151.00
HighGas,Equalweight - Lighthouse,Median Spam Submitted,Phase 1,150.00
HighGas,Geth - Lighthouse,Median Spam Submitted,Phase 1,113.00
HighGas,Mainnet - Lighthouse,Median Spam Submitted,Phase 1,150.00
HighGas,Nethermind - Lighthouse,Median Spam Submitted,Phase 1,150.00
HighGas,Besu - Lighthouse,Median Spam Submitted,Phase 2,164.00
HighGas,Equalweight - Lighthouse,Median Spam Submitted,Phase 2,163.00
HighGas,Geth - Lighthouse,Median Spam Submitted,Phase 2,163.00
HighGas,Mainnet - Lighthouse,Median Spam Submitted,Phase 2,164.00
HighGas,Nethermind - Lighthouse,Median Spam Submitted,Phase 2,163.00
HighGas,Besu - Lighthouse,Min Block Gas Used %,Phase 1,0.0000
HighGas,Equalweight - Lighthouse,Min Block Gas Used %,Phase 1,0.0000
HighGas,Geth - Lighthouse,Min Block Gas Used %,Phase 1,0.0000
HighGas,Mainnet - Lighthouse,Min Block Gas Used %,Phase 1,0.0000
HighGas,Nethermind - Lighthouse,Min Block Gas Used %,Phase 1,0.0000
HighGas,Besu - Lighthouse,Min Block Gas Used %,Phase 2,12.11
HighGas,Equalweight - Lighthouse,Min Block Gas Used %,Phase 2,48.21
HighGas,Geth - Lighthouse,Min Block Gas Used %,Phase 2,0.0000
HighGas,Mainnet - Lighthouse,Min Block Gas Used %,Phase 2,29.58
HighGas,Nethermind - Lighthouse,Min Block Gas Used %,Phase 2,48.98
HighGas,Besu - Lighthouse,Min Block Size kB,Phase 1,0.6132
HighGas,Equalweight - Lighthouse,Min Block Size kB,Phase 1,0.6191
HighGas,Geth - Lighthouse,Min Block Size kB,Phase 1,0.6259
HighGas,Mainnet - Lighthouse,Min Block Size kB,Phase 1,0.6191
HighGas,Nethermind - Lighthouse,Min Block Size kB,Phase 1,0.6191
HighGas,Besu - Lighthouse,Min Block Size kB,Phase 2,2.83
HighGas,Equalweight - Lighthouse,Min Block Size kB,Phase 2,4.26
HighGas,Geth - Lighthouse,Min Block Size kB,Phase 2,0.6259
HighGas,Mainnet - Lighthouse,Min Block Size kB,Phase 2,6.45
HighGas,Nethermind - Lighthouse,Min Block Size kB,Phase 2,5.72
HighGas,Besu - Lighthouse,Min CPU %,Phase 1,0.0000
HighGas,Equalweight - Lighthouse,Min CPU %,Phase 1,0.0000
HighGas,Geth - Lighthouse,Min CPU %,Phase 1,0.0000
HighGas,Mainnet - Lighthouse,Min CPU %,Phase 1,0.0000
HighGas,Nethermind - Lighthouse,Min CPU %,Phase 1,0.0000
HighGas,Besu - Lighthouse,Min CPU %,Phase 2,8.00
HighGas,Equalweight - Lighthouse,Min CPU %,Phase 2,13.00
HighGas,Geth - Lighthouse,Min CPU %,Phase 2,9.00
HighGas,Mainnet - Lighthouse,Min CPU %,Phase 2,13.00
HighGas,Nethermind - Lighthouse,Min CPU %,Phase 2,19.00
HighGas,Besu - Lighthouse,Min CPU % per node,Phase 1,0.0000
HighGas,Equalweight - Lighthouse,Min CPU % per node,Phase 1,0.0000
HighGas,Geth - Lighthouse,Min CPU % per node,Phase 1,0.0000
HighGas,Mainnet - Lighthouse,Min CPU % per node,Phase 1,0.0000
HighGas,Nethermind - Lighthouse,Min CPU % per node,Phase 1,0.0000
HighGas,Besu - Lighthouse,Min CPU % per node,Phase 2,0.6666
HighGas,Equalweight - Lighthouse,Min CPU % per node,Phase 2,1.08
HighGas,Geth - Lighthouse,Min CPU % per node,Phase 2,0.7500
HighGas,Mainnet - Lighthouse,Min CPU % per node,Phase 2,1.08
HighGas,Nethermind - Lighthouse,Min CPU % per node,Phase 2,1.58
HighGas,Besu - Lighthouse,Min Gas Gwei,Phase 1,2.04
HighGas,Equalweight - Lighthouse,Min Gas Gwei,Phase 1,2.03
HighGas,Geth - Lighthouse,Min Gas Gwei,Phase 1,2.02
HighGas,Mainnet - Lighthouse,Min Gas Gwei,Phase 1,2.03
HighGas,Nethermind - Lighthouse,Min Gas Gwei,Phase 1,2.04
HighGas,Besu - Lighthouse,Min Gas Gwei,Phase 2,2.03
HighGas,Equalweight - Lighthouse,Min Gas Gwei,Phase 2,2.03
HighGas,Geth - Lighthouse,Min Gas Gwei,Phase 2,2.02
HighGas,Mainnet - Lighthouse,Min Gas Gwei,Phase 2,2.02
HighGas,Nethermind - Lighthouse,Min Gas Gwei,Phase 2,2.03
HighGas,Besu - Lighthouse,Min Latency ms,Phase 1,730.00
HighGas,Equalweight - Lighthouse,Min Latency ms,Phase 1,175.00
HighGas,Geth - Lighthouse,Min Latency ms,Phase 1,2171.00
HighGas,Mainnet - Lighthouse,Min Latency ms,Phase 1,184.00
HighGas,Nethermind - Lighthouse,Min Latency ms,Phase 1,467.00
HighGas,Besu - Lighthouse,Min Latency ms,Phase 2,767.00
HighGas,Equalweight - Lighthouse,Min Latency ms,Phase 2,377.00
HighGas,Geth - Lighthouse,Min Latency ms,Phase 2,1990.00
HighGas,Mainnet - Lighthouse,Min Latency ms,Phase 2,525.00
HighGas,Nethermind - Lighthouse,Min Latency ms,Phase 2,488.00
HighGas,Besu - Lighthouse,Min Net RX MB/s,Phase 1,0.0227
HighGas,Equalweight - Lighthouse,Min Net RX MB/s,Phase 1,0.0081
HighGas,Geth - Lighthouse,Min Net RX MB/s,Phase 1,0.0020
HighGas,Mainnet - Lighthouse,Min Net RX MB/s,Phase 1,0.0122
HighGas,Nethermind - Lighthouse,Min Net RX MB/s,Phase 1,0.0029
HighGas,Besu - Lighthouse,Min Net RX MB/s,Phase 2,8.07
HighGas,Equalweight - Lighthouse,Min Net RX MB/s,Phase 2,8.19
HighGas,Geth - Lighthouse,Min Net RX MB/s,Phase 2,8.09
HighGas,Mainnet - Lighthouse,Min Net RX MB/s,Phase 2,7.88
HighGas,Nethermind - Lighthouse,Min Net RX MB/s,Phase 2,8.06
HighGas,Besu - Lighthouse,Min Net TX MB/s,Phase 1,0.1377
HighGas,Equalweight - Lighthouse,Min Net TX MB/s,Phase 1,0.0677
HighGas,Geth - Lighthouse,Min Net TX MB/s,Phase 1,0.0215
HighGas,Mainnet - Lighthouse,Min Net TX MB/s,Phase 1,0.0752
HighGas,Nethermind - Lighthouse,Min Net TX MB/s,Phase 1,0.0342
HighGas,Besu - Lighthouse,Min Net TX MB/s,Phase 2,10.18
HighGas,Equalweight - Lighthouse,Min Net TX MB/s,Phase 2,10.26
HighGas,Geth - Lighthouse,Min Net TX MB/s,Phase 2,10.02
HighGas,Mainnet - Lighthouse,Min Net TX MB/s,Phase 2,9.94
HighGas,Nethermind - Lighthouse,Min Net TX MB/s,Phase 2,10.12
HighGas,Besu - Lighthouse,Min RAM GB,Phase 1,6.35
HighGas,Equalweight - Lighthouse,Min RAM GB,Phase 1,4.68
HighGas,Geth - Lighthouse,Min RAM GB,Phase 1,0.8467
HighGas,Mainnet - Lighthouse,Min RAM GB,Phase 1,4.25
HighGas,Nethermind - Lighthouse,Min RAM GB,Phase 1,4.81
HighGas,Besu - Lighthouse,Min RAM GB,Phase 2,8.95
HighGas,Equalweight - Lighthouse,Min RAM GB,Phase 2,5.04
HighGas,Geth - Lighthouse,Min RAM GB,Phase 2,1.76
HighGas,Mainnet - Lighthouse,Min RAM GB,Phase 2,4.30
HighGas,Nethermind - Lighthouse,Min RAM GB,Phase 2,5.09
HighGas,Besu - Lighthouse,Min RAM GB per node,Phase 1,0.5298
HighGas,Equalweight - Lighthouse,Min RAM GB per node,Phase 1,0.3905
HighGas,Geth - Lighthouse,Min RAM GB per node,Phase 1,0.0705
HighGas,Mainnet - Lighthouse,Min RAM GB per node,Phase 1,0.3543
HighGas,Nethermind - Lighthouse,Min RAM GB per node,Phase 1,0.4012
HighGas,Besu - Lighthouse,Min RAM GB per node,Phase 2,0.7464
HighGas,Equalweight - Lighthouse,Min RAM GB per node,Phase 2,0.4202
HighGas,Geth - Lighthouse,Min RAM GB per node,Phase 2,0.1468
HighGas,Mainnet - Lighthouse,Min RAM GB per node,Phase 2,0.3589
HighGas,Nethermind - Lighthouse,Min RAM GB per node,Phase 2,0.4248
HighGas,Besu - Lighthouse,Min Spam Confirmed,Phase 1,0.0000
HighGas,Equalweight - Lighthouse,Min Spam Confirmed,Phase 1,0.0000
HighGas,Geth - Lighthouse,Min Spam Confirmed,Phase 1,0.0000
HighGas,Mainnet - Lighthouse,Min Spam Confirmed,Phase 1,0.0000
HighGas,Nethermind - Lighthouse,Min Spam Confirmed,Phase 1,0.0000
HighGas,Besu - Lighthouse,Min Spam Confirmed,Phase 2,15.00
HighGas,Equalweight - Lighthouse,Min Spam Confirmed,Phase 2,25.00
HighGas,Geth - Lighthouse,Min Spam Confirmed,Phase 2,0.0000
HighGas,Mainnet - Lighthouse,Min Spam Confirmed,Phase 2,42.00
HighGas,Nethermind - Lighthouse,Min Spam Confirmed,Phase 2,36.00
HighGas,Besu - Lighthouse,Min Spam Pending,Phase 1,0.0000
HighGas,Equalweight - Lighthouse,Min Spam Pending,Phase 1,0.0000
HighGas,Geth - Lighthouse,Min Spam Pending,Phase 1,0.0000
HighGas,Mainnet - Lighthouse,Min Spam Pending,Phase 1,0.0000
HighGas,Nethermind - Lighthouse,Min Spam Pending,Phase 1,0.0000
HighGas,Besu - Lighthouse,Min Spam Pending,Phase 2,33.00
HighGas,Equalweight - Lighthouse,Min Spam Pending,Phase 2,0.0000
HighGas,Geth - Lighthouse,Min Spam Pending,Phase 2,0.0000
HighGas,Mainnet - Lighthouse,Min Spam Pending,Phase 2,1.00
HighGas,Nethermind - Lighthouse,Min Spam Pending,Phase 2,0.0000
HighGas,Besu - Lighthouse,Min Spam Submitted,Phase 1,0.0000
HighGas,Equalweight - Lighthouse,Min Spam Submitted,Phase 1,0.0000
HighGas,Geth - Lighthouse,Min Spam Submitted,Phase 1,0.0000
HighGas,Mainnet - Lighthouse,Min Spam Submitted,Phase 1,0.0000
HighGas,Nethermind - Lighthouse,Min Spam Submitted,Phase 1,0.0000
HighGas,Besu - Lighthouse,Min Spam Submitted,Phase 2,127.00
HighGas,Equalweight - Lighthouse,Min Spam Submitted,Phase 2,0.0000
HighGas,Geth - Lighthouse,Min Spam Submitted,Phase 2,0.0000
HighGas,Mainnet - Lighthouse,Min Spam Submitted,Phase 2,0.0000
HighGas,Nethermind - Lighthouse,Min Spam Submitted,Phase 2,0.0000
HighGas,Besu - Lighthouse,TPS,Phase 1,11.93
HighGas,Equalweight - Lighthouse,TPS,Phase 1,9.80
HighGas,Geth - Lighthouse,TPS,Phase 1,6.79
HighGas,Mainnet - Lighthouse,TPS,Phase 1,8.54
HighGas,Nethermind - Lighthouse,TPS,Phase 1,11.53
HighGas,Besu - Lighthouse,TPS,Phase 2,13.10
HighGas,Equalweight - Lighthouse,TPS,Phase 2,13.60
HighGas,Geth - Lighthouse,TPS,Phase 2,13.38
HighGas,Mainnet - Lighthouse,TPS,Phase 2,13.61
HighGas,Nethermind - Lighthouse,TPS,Phase 2,13.66
HighGas,Besu - Lighthouse,TX Count,Phase 1,4298.00
HighGas,Equalweight - Lighthouse,TX Count,Phase 1,3529.00
HighGas,Geth - Lighthouse,TX Count,Phase 1,2445.00
HighGas,Mainnet - Lighthouse,TX Count,Phase 1,3075.00
HighGas,Nethermind - Lighthouse,TX Count,Phase 1,4153.00
HighGas,Besu - Lighthouse,TX Count,Phase 2,5032.00
HighGas,Equalweight - Lighthouse,TX Count,Phase 2,5225.00
HighGas,Geth - Lighthouse,TX Count,Phase 2,5138.00
HighGas,Mainnet - Lighthouse,TX Count,Phase 2,5229.00
HighGas,Nethermind - Lighthouse,TX Count,Phase 2,5249.00
HighGas,Besu - Lighthouse,Total Gas Used,Phase 1,157589942.00
HighGas,Equalweight - Lighthouse,Total Gas Used,Phase 1,131832381.00
HighGas,Geth - Lighthouse,Total Gas Used,Phase 1,94751511.00
HighGas,Mainnet - Lighthouse,Total Gas Used,Phase 1,116310141.00
HighGas,Nethermind - Lighthouse,Total Gas Used,Phase 1,152979951.00
HighGas,Besu - Lighthouse,Total Gas Used,Phase 2,1441379819.00
HighGas,Equalweight - Lighthouse,Total Gas Used,Phase 2,1451129330.00
HighGas,Geth - Lighthouse,Total Gas Used,Phase 2,1424400020.00
HighGas,Mainnet - Lighthouse,Total Gas Used,Phase 2,1448274251.00
HighGas,Nethermind - Lighthouse,Total Gas Used,Phase 2,1457869330.00
HighGas,Besu - Lighthouse,Total Spam Submitted,Phase 1,4322.00
HighGas,Equalweight - Lighthouse,Total Spam Submitted,Phase 1,3562.00
HighGas,Geth - Lighthouse,Total Spam Submitted,Phase 1,2472.00
HighGas,Mainnet - Lighthouse,Total Spam Submitted,Phase 1,3111.00
HighGas,Nethermind - Lighthouse,Total Spam Submitted,Phase 1,4164.00
HighGas,Besu - Lighthouse,Total Spam Submitted,Phase 2,5336.00
HighGas,Equalweight - Lighthouse,Total Spam Submitted,Phase 2,5191.00
HighGas,Geth - Lighthouse,Total Spam Submitted,Phase 2,5110.00
HighGas,Mainnet - Lighthouse,Total Spam Submitted,Phase 2,5192.00
HighGas,Nethermind - Lighthouse,Total Spam Submitted,Phase 2,5231.00
HighGas,Besu - Lighthouse,Total Spam Submitted (1-64),1-64,9658.00
HighGas,Equalweight - Lighthouse,Total Spam Submitted (1-64),1-64,8753.00
HighGas,Geth - Lighthouse,Total Spam Submitted (1-64),1-64,7582.00
HighGas,Mainnet - Lighthouse,Total Spam Submitted (1-64),1-64,8303.00
HighGas,Nethermind - Lighthouse,Total Spam Submitted (1-64),1-64,9395.00
HighGas,Besu - Lighthouse,Total TX Count (1-64),1-64,9330.00
HighGas,Equalweight - Lighthouse,Total TX Count (1-64),1-64,8754.00
HighGas,Geth - Lighthouse,Total TX Count (1-64),1-64,7583.00
HighGas,Mainnet - Lighthouse,Total TX Count (1-64),1-64,8304.00
HighGas,Nethermind - Lighthouse,Total TX Count (1-64),1-64,9402.00
MaxTx,Besu - Lighthouse,Avg Block Gas Used %,Phase 1,13.74
MaxTx,Equalweight - Lighthouse,Avg Block Gas Used %,Phase 1,16.17
MaxTx,Geth - Lighthouse,Avg Block Gas Used %,Phase 1,16.14
MaxTx,Mainnet - Lighthouse,Avg Block Gas Used %,Phase 1,15.39
MaxTx,Nethermind - Lighthouse,Avg Block Gas Used %,Phase 1,15.16
MaxTx,Besu - Lighthouse,Avg Block Gas Used %,Phase 2,99.98
MaxTx,Equalweight - Lighthouse,Avg Block Gas Used %,Phase 2,74.88
MaxTx,Geth - Lighthouse,Avg Block Gas Used %,Phase 2,98.19
MaxTx,Mainnet - Lighthouse,Avg Block Gas Used %,Phase 2,78.62
MaxTx,Nethermind - Lighthouse,Avg Block Gas Used %,Phase 2,39.80
MaxTx,Besu - Lighthouse,Avg Block Size kB,Phase 1,21.02
MaxTx,Equalweight - Lighthouse,Avg Block Size kB,Phase 1,27.36
MaxTx,Geth - Lighthouse,Avg Block Size kB,Phase 1,27.35
MaxTx,Mainnet - Lighthouse,Avg Block Size kB,Phase 1,25.98
MaxTx,Nethermind - Lighthouse,Avg Block Size kB,Phase 1,25.33
MaxTx,Besu - Lighthouse,Avg Block Size kB,Phase 2,240.72
MaxTx,Equalweight - Lighthouse,Avg Block Size kB,Phase 2,178.26
MaxTx,Geth - Lighthouse,Avg Block Size kB,Phase 2,235.82
MaxTx,Mainnet - Lighthouse,Avg Block Size kB,Phase 2,187.39
MaxTx,Nethermind - Lighthouse,Avg Block Size kB,Phase 2,91.48
MaxTx,Besu - Lighthouse,Avg CPU %,Phase 1,180.91
MaxTx,Equalweight - Lighthouse,Avg CPU %,Phase 1,88.82
MaxTx,Geth - Lighthouse,Avg CPU %,Phase 1,29.55
MaxTx,Mainnet - Lighthouse,Avg CPU %,Phase 1,64.68
MaxTx,Nethermind - Lighthouse,Avg CPU %,Phase 1,76.45
MaxTx,Besu - Lighthouse,Avg CPU %,Phase 2,722.39
MaxTx,Equalweight - Lighthouse,Avg CPU %,Phase 2,293.97
MaxTx,Geth - Lighthouse,Avg CPU %,Phase 2,272.79
MaxTx,Mainnet - Lighthouse,Avg CPU %,Phase 2,241.20
MaxTx,Nethermind - Lighthouse,Avg CPU %,Phase 2,173.86
MaxTx,Besu - Lighthouse,Avg CPU % per node,Phase 1,15.07
MaxTx,Equalweight - Lighthouse,Avg CPU % per node,Phase 1,7.40
MaxTx,Geth - Lighthouse,Avg CPU % per node,Phase 1,2.46
MaxTx,Mainnet - Lighthouse,Avg CPU % per node,Phase 1,5.39
MaxTx,Nethermind - Lighthouse,Avg CPU % per node,Phase 1,6.37
MaxTx,Besu - Lighthouse,Avg CPU % per node,Phase 2,60.19
MaxTx,Equalweight - Lighthouse,Avg CPU % per node,Phase 2,24.49
MaxTx,Geth - Lighthouse,Avg CPU % per node,Phase 2,22.73
MaxTx,Mainnet - Lighthouse,Avg CPU % per node,Phase 2,20.10
MaxTx,Nethermind - Lighthouse,Avg CPU % per node,Phase 2,14.48
MaxTx,Besu - Lighthouse,Avg Gas Gwei,Phase 1,2.89
MaxTx,Equalweight - Lighthouse,Avg Gas Gwei,Phase 1,2.48
MaxTx,Geth - Lighthouse,Avg Gas Gwei,Phase 1,2.62
MaxTx,Mainnet - Lighthouse,Avg Gas Gwei,Phase 1,2.46
MaxTx,Nethermind - Lighthouse,Avg Gas Gwei,Phase 1,2.62
MaxTx,Besu - Lighthouse,Avg Gas Gwei,Phase 2,2.51
MaxTx,Equalweight - Lighthouse,Avg Gas Gwei,Phase 2,2.12
MaxTx,Geth - Lighthouse,Avg Gas Gwei,Phase 2,2.59
MaxTx,Mainnet - Lighthouse,Avg Gas Gwei,Phase 2,2.18
MaxTx,Nethermind - Lighthouse,Avg Gas Gwei,Phase 2,2.02
MaxTx,Besu - Lighthouse,Avg Latency ms,Phase 1,6966.26
MaxTx,Equalweight - Lighthouse,Avg Latency ms,Phase 1,7146.68
MaxTx,Geth - Lighthouse,Avg Latency ms,Phase 1,8522.55
MaxTx,Mainnet - Lighthouse,Avg Latency ms,Phase 1,7705.07
MaxTx,Nethermind - Lighthouse,Avg Latency ms,Phase 1,6914.64
MaxTx,Besu - Lighthouse,Avg Latency ms,Phase 2,117450.01
MaxTx,Equalweight - Lighthouse,Avg Latency ms,Phase 2,29028.97
MaxTx,Geth - Lighthouse,Avg Latency ms,Phase 2,21044.83
MaxTx,Mainnet - Lighthouse,Avg Latency ms,Phase 2,28059.57
MaxTx,Nethermind - Lighthouse,Avg Latency ms,Phase 2,51242.41
MaxTx,Besu - Lighthouse,Avg Net RX MB/s,Phase 1,4.76
MaxTx,Equalweight - Lighthouse,Avg Net RX MB/s,Phase 1,4.13
MaxTx,Geth - Lighthouse,Avg Net RX MB/s,Phase 1,4.04
MaxTx,Mainnet - Lighthouse,Avg Net RX MB/s,Phase 1,4.09
MaxTx,Nethermind - Lighthouse,Avg Net RX MB/s,Phase 1,4.24
MaxTx,Besu - Lighthouse,Avg Net RX MB/s,Phase 2,10.16
MaxTx,Equalweight - Lighthouse,Avg Net RX MB/s,Phase 2,8.74
MaxTx,Geth - Lighthouse,Avg Net RX MB/s,Phase 2,9.44
MaxTx,Mainnet - Lighthouse,Avg Net RX MB/s,Phase 2,9.19
MaxTx,Nethermind - Lighthouse,Avg Net RX MB/s,Phase 2,8.36
MaxTx,Besu - Lighthouse,Avg Net TX MB/s,Phase 1,5.93
MaxTx,Equalweight - Lighthouse,Avg Net TX MB/s,Phase 1,5.23
MaxTx,Geth - Lighthouse,Avg Net TX MB/s,Phase 1,5.12
MaxTx,Mainnet - Lighthouse,Avg Net TX MB/s,Phase 1,5.16
MaxTx,Nethermind - Lighthouse,Avg Net TX MB/s,Phase 1,5.33
MaxTx,Besu - Lighthouse,Avg Net TX MB/s,Phase 2,14.78
MaxTx,Equalweight - Lighthouse,Avg Net TX MB/s,Phase 2,12.46
MaxTx,Geth - Lighthouse,Avg Net TX MB/s,Phase 2,13.83
MaxTx,Mainnet - Lighthouse,Avg Net TX MB/s,Phase 2,13.33
MaxTx,Nethermind - Lighthouse,Avg Net TX MB/s,Phase 2,11.42
MaxTx,Besu - Lighthouse,Avg RAM GB,Phase 1,8.71
MaxTx,Equalweight - Lighthouse,Avg RAM GB,Phase 1,5.24
MaxTx,Geth - Lighthouse,Avg RAM GB,Phase 1,1.52
MaxTx,Mainnet - Lighthouse,Avg RAM GB,Phase 1,4.61
MaxTx,Nethermind - Lighthouse,Avg RAM GB,Phase 1,6.65
MaxTx,Besu - Lighthouse,Avg RAM GB,Phase 2,16.10
MaxTx,Equalweight - Lighthouse,Avg RAM GB,Phase 2,7.99
MaxTx,Geth - Lighthouse,Avg RAM GB,Phase 2,5.02
MaxTx,Mainnet - Lighthouse,Avg RAM GB,Phase 2,7.43
MaxTx,Nethermind - Lighthouse,Avg RAM GB,Phase 2,7.25
MaxTx,Besu - Lighthouse,Avg RAM GB per node,Phase 1,0.7261
MaxTx,Equalweight - Lighthouse,Avg RAM GB per node,Phase 1,0.4374
MaxTx,Geth - Lighthouse,Avg RAM GB per node,Phase 1,0.1272
MaxTx,Mainnet - Lighthouse,Avg RAM GB per node,Phase 1,0.3841
MaxTx,Nethermind - Lighthouse,Avg RAM GB per node,Phase 1,0.5543
MaxTx,Besu - Lighthouse,Avg RAM GB per node,Phase 2,1.34
MaxTx,Equalweight - Lighthouse,Avg RAM GB per node,Phase 2,0.6660
MaxTx,Geth - Lighthouse,Avg RAM GB per node,Phase 2,0.4185
MaxTx,Mainnet - Lighthouse,Avg RAM GB per node,Phase 2,0.6197
MaxTx,Nethermind - Lighthouse,Avg RAM GB per node,Phase 2,0.6045
MaxTx,Besu - Lighthouse,Avg Spam Confirmed,Phase 1,137.96
MaxTx,Equalweight - Lighthouse,Avg Spam Confirmed,Phase 1,194.12
MaxTx,Geth - Lighthouse,Avg Spam Confirmed,Phase 1,194.16
MaxTx,Mainnet - Lighthouse,Avg Spam Confirmed,Phase 1,184.19
MaxTx,Nethermind - Lighthouse,Avg Spam Confirmed,Phase 1,178.38
MaxTx,Besu - Lighthouse,Avg Spam Confirmed,Phase 2,2057.96
MaxTx,Equalweight - Lighthouse,Avg Spam Confirmed,Phase 2,1514.12
MaxTx,Geth - Lighthouse,Avg Spam Confirmed,Phase 2,2013.48
MaxTx,Mainnet - Lighthouse,Avg Spam Confirmed,Phase 2,1592.87
MaxTx,Nethermind - Lighthouse,Avg Spam Confirmed,Phase 2,760.30
MaxTx,Besu - Lighthouse,Avg Spam Pending,Phase 1,30.90
MaxTx,Equalweight - Lighthouse,Avg Spam Pending,Phase 1,106.64
MaxTx,Geth - Lighthouse,Avg Spam Pending,Phase 1,107.87
MaxTx,Mainnet - Lighthouse,Avg Spam Pending,Phase 1,88.25
MaxTx,Nethermind - Lighthouse,Avg Spam Pending,Phase 1,89.29
MaxTx,Besu - Lighthouse,Avg Spam Pending,Phase 2,2331.69
MaxTx,Equalweight - Lighthouse,Avg Spam Pending,Phase 2,2815.93
MaxTx,Geth - Lighthouse,Avg Spam Pending,Phase 2,2253.66
MaxTx,Mainnet - Lighthouse,Avg Spam Pending,Phase 2,2761.12
MaxTx,Nethermind - Lighthouse,Avg Spam Pending,Phase 2,3478.12
MaxTx,Besu - Lighthouse,Avg Spam Submitted,Phase 1,139.29
MaxTx,Equalweight - Lighthouse,Avg Spam Submitted,Phase 1,264.67
MaxTx,Geth - Lighthouse,Avg Spam Submitted,Phase 1,264.51
MaxTx,Mainnet - Lighthouse,Avg Spam Submitted,Phase 1,253.83
MaxTx,Nethermind - Lighthouse,Avg Spam Submitted,Phase 1,248.67
MaxTx,Besu - Lighthouse,Avg Spam Submitted,Phase 2,2120.75
MaxTx,Equalweight - Lighthouse,Avg Spam Submitted,Phase 2,1479.33
MaxTx,Geth - Lighthouse,Avg Spam Submitted,Phase 2,1947.39
MaxTx,Mainnet - Lighthouse,Avg Spam Submitted,Phase 2,1534.33
MaxTx,Nethermind - Lighthouse,Avg Spam Submitted,Phase 2,785.66
